problem_no,sub_id,stem,correct,explanation
102-25-13,1,海外機関投資家は、国内の不動産投資市場において、先進的物流施設のような新たな種類のアセットの国内での普及や、ホテルやリゾート分野で見られるような運営ノウハウの提供などにも寄与してきた。,TRUE,その通りです。海外機関投資家は、国内の不動産投資市場において、先進的物流施設のような新たな種類のアセットの国内での普及や、ホテルやリゾート分野で見られるような運営ノウハウの提供などにも寄与してきた。
102-25-13,2,グローバルに不動産投資を行っている海外の大型年金基金は、各国の年金制度の一部であり、基礎年金や社会保障年金でないものも多い。,TRUE,その通りです。グローバルに不動産投資を行っている海外の大型年金基金は、各国の年金制度の一部であり、基礎年金や社会保障年金でないものも多い。
102-25-13,3,SWF（政府系基金）は石油等の資源収入を運用原資としている中東の投資家であり、アジアやヨーロッパの投資家は含まれない。,FALSE,SWF（政府系基金）には、石油等による資源収入を原資とするものと外貨準備金等を原資とするものがあり、アジアの SWF には外貨準備金を原資とするものも散見される
102-25-13,4,SWF（政府系基金）は、投資利回りの設定に関して柔軟性が高く、優良な投資物件に対しては長期投資を前提に強気なスタンスで投資する傾向がある。そのため、世界の大型不動産取引で取得者あるいは売却者として、名を連ねている。,TRUE,その通りです。SWF（政府系基金）は、投資利回りの設定に関して柔軟性が高く、優良な投資物件に対しては長期投資を前提に強気なスタンスで投資する傾向がある。そのため、世界の大型不動産取引で取得者あるいは売却者として、名を連ねている。
102-25-14,1,日本では健康保険と同様に国民皆年金の公的年金制度が広く普及しており、全国民が国民年金に加入している。,FALSE,厚生年金加入者も受給開始時以降、厚生年金に加えて国民年金による老齢給付金を受給することが可能である。厚生年金は公的年金の二階部分であり、国民年金が共通の一階部分である。しかし、国民年金保険料の未納者も国民年金制度の加入者ではあるが、20 歳未満の国民は国民年金制度の加入者とはなっていない
102-25-14,2,国家公務員には職務専念義務があるため、iDeCo （個人型確定拠出年金）に加入することが認められていない。,FALSE,公務員のiDeCo 加入については、当初、勤務時間中の有価証券取引に誘導する等職務専念義務に違反する可能性があるという主張も見られたが、確定拠出年金法の改正によって2017 年1 月より加入することが可能になっている。
102-25-14,3,大阪公立大学に常勤で勤務する教員は、日本私立学校振興・共済事業団の行う私学共済事業に加入し将来に年金給付を受けることができる。,FALSE,公立大学に勤務する常勤の教員は、公立学校共済を経由して地方公務員共済制度に加入している
102-25-14,4,警視庁に勤務する常勤職員の年金積立金は、警察共済組合を通じて国家公務員共済組合連合会が運用を行っている。,FALSE,警視庁の職員については、警察共済組合を通じて地方公務員共済制度の加入者になっている。
102-25-15,1,年金基金が年金資産の運用に関し負っている受託者責任の中で特に重要なものは、注意義務と忠実義務である。,TRUE,その通りです。年金基金が年金資産の運用に関し負っている受託者責任の中で特に重要なものは、注意義務と忠実義務です。
102-25-15,2,2023年11月20日に成立した「金融商品取引法等の一部を改正する法律」によって、企業年金を含む年金積立金の管理運用業者や年金基金には、金融サービスの提供等に係る業務を行う者として、顧客に対する最善利益義務を含む誠実義務が課されている。,TRUE,その通りです。2023年11月20日に成立した「金融商品取引法等の一部を改正する法律」によって、企業年金を含む年金積立金の管理運用業者や年金基金には、金融サービスの提供等に係る業務を行う者として、顧客に対する最善利益義務を含む誠実義務が課されている。
102-25-15,3,2024年8月に内閣府が制定・公表した「アセットオーナー・プリンシプル」は企業年金を含む様々な種類のアセットオーナーが守るべき基本的な共通規範とされており、すべての企業年金が既に受け入れを表明している。,FALSE,2025 年4 月末までに受け入れを表明している企業年金は、135 に留まる
102-25-15,4,年金の不動産投資にかかるゲートキーパーの選定に際しては、受託者責任の観点から、不動産に関する専門知識、ストラクチャリングに関する専門知識、ゲートキーパーとしての実績及びトラックレコード、組織・人材、コンプライアンス体制などを確認することが、ポイントになる。,TRUE,その通りです。年金の不動産投資にかかるゲートキーパーの選定に際しては、受託者責任の観点から、不動産に関する専門知識、ストラクチャリングに関する専門知識、ゲートキーパーとしての実績及びトラックレコード、組織・人材、コンプライアンス体制などを確認することが、ポイントになる。
104-25-16,1,不動産証券化の媒体として、宅地建物取引業法上の宅地建物（以下の各問において、宅地建物取引業法を「宅建業法」、同法上の宅地建物を「現物不動産」又は単に「不動産」という。）を、直接取得・保有することができる法人としては、投資法人と特定目的会社があるが、いずれの法人もその全議決権を一般社団法人が保有するという倒産隔離の措置が採用されている。,FALSE,投資法人の議決権保有者を一般社団法人とするという点が誤り。投資法人も資産の運用という特定された目的のためだけに設立し存続するという意味では、特別目的会社であるが、倒産隔離をするために一般社団法人に議決権を保有させる措置は執らず、議決権保有者は投資口を保有する投資家である
104-25-16,2,合同会社が不動産取引から生ずる収益を日本在住の投資家に分配するために現物不動産を保有し、投資家から匿名組合出資を受ける場合には、合同会社は必ず不動産特定共同事業法（以下、 「不特法」という。）上の許可を得る必要がある。,FALSE,現物不動産を対象とする匿名組合型ファンドでも、不特法上の特例事業の要件を満たせば、合同会社自身が不動産特定共同事業の許可を得ずに事業を行える場合があります。
104-25-16,3,日本における不動産証券化は1990 年代後半の不良債権の処理過程における担保不動産の流動化の要請のもとで発展したが、資産の流動化に関する法律（以下、 「資産流動化法」という。）の制定により、特定目的会社に不動産を譲渡する場合には、法律上及び会計上、真正譲渡が認められやすくなった。,FALSE,特定目的会社に不動産を譲渡すれば真正譲渡が法律上及び会計上認められやすくなったという点が誤り。どのSPCに対象資産を譲渡するときにも、SPCの種類如何で真正譲渡の要件が変わるということはない
104-25-16,4,投資法人は規約で存続期間を定める必要がなく、また合併をすることにより資産規模を増やすという方法があるが、特定目的会社の場合は資産流動化計画で計画期間を定める必要があり、資産流動化法上、合併の手続き規定がない。,TRUE,投資法人は規約に存続期間を定めることができますが必須ではなく、合併も可能です。一方、特定目的会社は資産流動化計画に計画期間を定め、資産流動化法に合併手続の規定がありません。
104-25-17,1,不動産証券化商品の組成における考慮点として、売主であるオリジネーターから買主となる特別目的会社（以下、 「SPC」という。）への不動産の移転が真正な譲渡なのか、担保取引による資産の移転なのか（例えば譲渡担保取引）という問題がある。この問題は、売主の会計処理として、いわゆる5% ルールなどの会計上の基準から売却処理ができるかどうかで決定されるものであり、会計上オフバランスされると法律上も真正な譲渡となる。,FALSE,5％ルールなどの会計上の基準から売却処理ができる結果法律上も真正な譲渡となるという記載が誤り。会計上のオフバランスの問題と法律上の真正譲渡の問題は別の問題である。会計処理上のオフバランスも不動産が法的に譲渡されていることを前提としている。しかし、法律上の真正譲渡の認定と会計上のオフバランスの処理は、証券化実務では結論に矛盾がないような運用がなされており、どちらが本質的な決定要因かという難しい問題がある
104-25-17,2,不動産証券化商品の組成でSPCが対象不動産を取得する際に、その不動産の売主が売買決済後に引き続きテナントとして当該不動産を継続使用する場合、当該売主の財務状況が健全であったとしても、売主と買主間の賃貸条件によっては、売主であるオリジネーターからの倒産隔離が図られていないと評価される場合がある。,TRUE,真正譲渡を考慮する際の論点として、売主の継続的関与という点があり、セール・アンド・リースバックの場合に賃貸条件によっては譲渡担保性の論点が出てくる。オリジネーター（売主）が売却と同時にリースバックを受ける場合 （つまり売主が売買決済後に引き続き買主から賃借し、テナントとして当該不動産を継続使用する場合）には、継続的関与の一例として注意が必要である。例えば、賃貸条件が一般の賃料相場とは異なり、SPC が投資家に支払う債務の返済ができる水準にしてしまうなど、売却に伴う所有者としてのリスクが売主から買主に完全に移転していないと評価されるリスクがある
104-25-17,3,不動産証券化商品の組成時にSPCが対象不動産の取得をする場合には、対象不動産の売主の財務状況の健全性を確認することが重要であるが、売主に債務超過の可能性があるような場合には、対象不動産の売買が真正譲渡の観点から問題がない場合であっても、買主であるSPCが当該売買取引について詐害行為取消権や否認権を行使され売買取引の効力が否定される場合がある。,TRUE,真正譲渡であっても売買取引が否定される場合として、否認権や詐害行為取消権がある。真正譲渡ということは相当な対価が払われた場合と考えられるが、そのような場合でも、売主が受領した財産を隠匿等する場合には否認権や取消権が行使され、認められる場合がある
104-25-17,4,財務的基盤の弱いオリジネーターが売上げをたてるため、GK-TK方式のファンドを組成して対象となる不動産信託受益権をオリジネーター指定の価格でGKに売却し、3年後の出口売却でオリジネーターが当初の売却価格以下で優先的に購入できる権利（優先的購入オプション）が付与されるスキームを考えた。匿名組合員となる投資家もオリジネーターが当該オプションを取得することを事前に了解し、実際に売主がGKに不動産信託受益権を売却し、当該オプションに基づき買戻しを実行して投資家への分配もレンダーへの返済も完了した。そのような場合には、証券化商品として破綻なく終了しているので、真正譲渡の問題はなかったことになる。,FALSE,真正譲渡は資産移転時の実質で判定します。商品が破綻せず償還・返済まで完了しても、当初の移転が真正譲渡でなければ、不適切な会計・税務処理などが後から問題になり得ます。
104-25-18,1,オリジネーターがSPCと不動産売買契約を締結して所有権をSPCに移転し、SPCは所有権移転登記をした。所有権移転時に既に売主との間で不動産の賃貸借契約（本問では建物を前提とする）を締結して引渡しを受けていた賃借人（以下の事例や各問において、 「既存テナント」という。）は、SPCに対して従前と同様の賃借人としての地位を有する。この場合SPCは、既存テナントへの通知や承諾なしに、既存テナントに賃料の請求ができる。,TRUE,所有権の移転に伴う賃貸借契約の承継に関する基本型である。
104-25-18,2,上記イの事例で、売主はSPCとの間で、売買と同時に当該不動産をSPC から借り受け、既存テナントに対して有する賃貸人としての地位を留保する旨の合意をした。その後、売主がSPCから賃貸借契約を債務不履行で解除された場合、既存テナントは従前と同様の賃借人としての地位をSPCに対して主張できない。,FALSE,既存テナントは従前と同様の賃借人としての地位を SPC に対して主張できないという点が誤り。2020 年 4 月 1 日施行の民法第 605 条の 2 第 2 項で新設された賃貸人の地位の留保の効果である賃貸人の地位の留保の合意のなかには、賃貸人の地位の留保の合意だけではなく、買主 （賃貸人）から売主（賃借人）への賃貸の合意が必要となる。
104-25-18,3,オリジネーターが既存テナントのいる対象不動産を信託業法上の信託会社等（以下の事例や各問において、同法に基づく登録あるいは免許を受けた会社を「信託会社」という。）に信託して得た不動産信託受益権をSPCに譲渡した。信託会社は信託の登記と所有権移転登記をしたが、信託不動産については既存テナント以外の第三者へ賃貸（例えばマスターレッシーへの賃貸）はしていない。その後、SPCが破産手続きを開始した場合には、当該信託不動産の既存テナントは、原則として信託会社の固有財産から敷金の返還を受けることはできない。,FALSE,固有財産から敷金の返還を受けることはできない、という点が誤り。不動産信託受益権を保有する GK-TK 方式の組成では、売主となる現物不動産の所有者が信託設定により信託受託者に所有権の移転をする。
104-25-18,4,上記ハの事例で、信託会社は信託の登記と所有権移転登記をしたのちに、サブリース会社であるA社に信託不動産を一括して賃貸するマスターリース契約を締結した。既存テナントは、信託会社とA社から連名で、対象借室について信託会社が信託譲渡を受け新たな所有者となると共に、A社が当該信託会社から一括賃貸を受けマスターレッシーとなり、同一の賃貸条件でA社が賃貸人（転貸人）となる、ついては、A 社の指定する口座に賃料を振り込み、敷金返還債務もA社のみが負うという同意書に承諾していただきたいという通知を受けた。既存テナントが、この同意書により同意した場合、A社が破綻してマスターレッシーとしての地位を失っても、既存テナントとして、従前と同様の賃借人としての地位を信託会社に対して主張できる。,FALSE,既存テナントとして、従前と同様の賃借人としての地位を信託会社に対して主張できるという点が誤り。事例ハのような場合には、信託受託者がテナントとの関係で直接の賃貸人となるわけだが、実務では、マスターレッシーとなる者に一括賃貸することが多い。
104-25-19,1,ある不動産から生じる賃貸収益や売却収益を多数の投資家に取得させるために、対象となる不動産をオリジネーターが信託会社に信託し、それにより発生する信託受益権を分割して（準共有持分化して）投資家に販売する場合には、オリジネーターは金融商品取引法（以下、 「金商法」という。）上の金融商品取引業の登録をせずに、当該信託受益権の準共有持分を販売できる。,TRUE,不動産信託受益権は金商法第2条第2項第1号のみなし有価証券なので、既発行の有価証券として反復継続して販売すれば、金融商品取引行為である有価証券の売買に該当する。しかし、当初委託者が信託受益権を販売する行為は金融商品取引法上は有価証券の発行があったものとみなされ、その発行時に自ら勧誘行為を行っても金融商品取引行為としての私募を行っていることにはならない。
104-25-19,2,現物不動産を所有するオリジネーターが当該不動産を信託受益権化するために自ら信託受託者となり、不動産信託受益権を準共有持分化し複数の投資家に販売する場合には、当該オリジネーターは信託業法に基づく自己信託業の登録と金商法上の第二種金融商品取引業の登録が必要となる。,FALSE,複数にしただけで自己信託業の登録を要するという点が誤りまた、自己信託の場合でも、受益権の性質は金商法第2条第2項第1号のみなし有価証券で、この場合の発行者が私募と同様の行為をしても金融商品取引行為にならないので第二種の登録が必要という点も誤りである自己信託した場合で信託委託者（オリジネーター）が受益権を多数の者に譲渡する場合には自己信託業の登録が必要となる。多数とは 50人というのが原則である自己信託の場合でも当初委託者兼受益者が受益権の発行者となり、その者が行う発行時の投資家勧誘行為は上記イで述べたとおり、金融商品取引行為にならない。
104-25-19,3,信託会社は受託者として、信託不動産の物件管理行為をプロパティマネジメント会社（以下、「PM会社」という。）に自由に委託することができる。ただし、受益者が信託契約でPM会社を指名した場合には、受託者である信託会社は、指名されたPM 会社に委託しなければならない。そのようにして指名されたPM 会社は信託業法上の義務を負わず、信託会社はPM会社の業務遂行に責任を有しない。,FALSE,PM会社は信託業法上の義務を負わず、信託会社は PM会社の業務遂行に責任を有しない、という点が誤り。
104-25-19,4,不動産証券化で利用される管理型の信託契約において、受益者が信託受託者に信託財産の管理及び処分に関して指図を行う権限を有することが明記される場合、受益者であるSPCから投資一任契約に基づき信託受益権の投資判断の委託を受けているアセットマネジメント会社は、信託業法上、受益者のために忠実に信託財産の管理及び処分に係る指図を行う義務を負う。,TRUE,指図権については信託法や信託業法上に定義はないが、信託業法第 65条は信託財産の管理又は処分の方法について指図を行う業を営む者を「指図権者」と定義する また、信託業法第2条第3項では委託者等のみの指図により信託財産の管理又は処分が行われる信託のみの引受けを行う営業を管理型信託業と定義している不動産証券化で使われる管理型の信託ではこれら信託業法上の規定がなされる前から、契約上、受益者に指図権を付与し、それをアセットマネジメント会社が代理行使する（あるいは代理という形式を使わず代行する） という方法を採用していた。
104-25-20,1,投資法人が行う不動産売買の手続き的な意思決定は、投資法人の業務を執行し投資法人を代表する執行役員が行う。その意思決定には役員会の承認が必要な場合がある。ただし投資法人は使用人を雇用することができず、投資法人の役員に不動産投資に関する知識経験を要求する条項がない以上、投資法人の執行役員が自ら資産の運用に係る実質的な投資判断を行うことは法制度としては予定されていない。,TRUE,投資法人を売買の当事者とする売買契約の締結には投資法人の意思表示が必要である。その意思表示は投資法人の代表者である執行役員が行う。
104-25-20,2,特定目的会社が行う不動産信託受益権の売買の手続き的な意思決定は、特定目的会社の業務を執行し会社を代表する取締役が行う。資産流動化法上、その意思決定には取締役会の承認は必要とされていない。特定目的会社が有する不動産信託受益権については、特定資産管理処分受託者に不動産の管理及び処分に係る業務を委託する必要はないが、その売買の投資判断は投資一任業者に一任する義務がある。,FALSE,特定目的会社の場合にも、特定目的会社の業務を執行し会社を代表する取締役が売買の手続き的な意思決定をする点では投資法人と同じである。特定目的会社では取締役は１名でもよく、取締役会は必須の機関ではないしかし、特定目的会社の場合には取締役自らが実質的な投資判断をすることも想定されている。
104-25-20,3,登録投資法人が公募（金融商品取引法上の募集）形式で投資口を発行する場合には、投資法人の執行役員は、投資信託及び投資法人に関する法律上、一般事務受託者に募集行為を委託する義務があり、委託を受けた一般事務受託者は、金商法上は第二種金融商品取引業の登録を有する必要がある。,FALSE,第二種金融商品取引業者という点が誤り。登録投資法人は、発行する投資口を引き受ける者の募集に関する事務、つまり、新規有価証券の募集の取扱いを一般事務受託者に委託しなればならないとされている投資法人の発行する投資証券は金商法第 2 条第 1 項第 11 号に規定された有価証券で、同条第2 項柱書きに規定される投資証券に表示される権利 （有価証券表示権利） としての投資口も、第一項有価証券と分類されているから、第一種金融商品取引業者の取扱う有価証券となる。第一項有価証券に関する募集の取扱いは第一種金融商品取引業に含まれている
104-25-20,4,特定目的会社の取締役は、資産流動化法上は、一定の場合に優先出資の発行時において募集等に係る事務を行うことが禁止されている。,TRUE,資産流動化法第 207 条は、 「特定目的会社の取締役又は使用人は、当該特定目的会社の発行する資産対応証券の募集等（金融商品取引法第2 条第3 項に規定する有価証券の募集又は有価証券の私募をいう）の取扱いについて次条第2 項の規定による届出が行われたときは、当該資産対応証券の募集等に係る事務を行ってはならない」とある。 「次条第2 項の規定による届出」とは、特定資産の譲渡人（以下「特定譲渡人」という。
104-25-21,1,投資事業有限責任組合契約に関する法律（以下、 「LPS法」という。）上の投資事業有限責任組合（以下、 「有責組合」という。）は、LPS法に基づく登記によって組成されるが、LPS 法上、現物不動産に対する投資事業は原則としてできない。,FALSE,投資事業有限責任組合は、登記によって組成されるわけではないので、その点が誤りLPS 法上、例外的に現物不動産を取得できる場合がある
104-25-21,2,投資家が特定目的会社にエクイティ出資をする手段として組合契約は利用できない。しかし、投資家が合同会社に匿名組合出資をして、当該合同会社が特定目的会社の優先出資持分を取得することはできる。ただし、その場合、当該合同会社は金商法上の投資運用行為（自己運用行為）をしていることになる。,TRUE,本事例のような手法が用いられる一例として、海外投資家が優先出資を行う場合に、税の導管性を維持するための国内過半募集の要件から、海外投資家が合同会社に匿名組合出資をして、合同会社が営業者として優先出資をするという手法がとられることがある。
104-25-21,3,上場リートでは、特定資産として、現物不動産や信託受益権に投資をする匿名組合契約上の営業者に対して出資をすることができる。特定目的会社も、現物不動産や不動産信託受益権を保有する事業に関して匿名組合出資をすることができる。ただし、特定目的会社の場合には、当該組合の営業者は、対象資産の変更や追加取得はできない。,TRUE,投資法人の特定資産には有価証券や有価証券に該当しない匿名組合出資持分があるので、匿名組合出資をすることは可能である既に存在する匿名組合出資持分（金商法上の既発行の集団投資スキーム持分や不特法上の事業参加者の権利）を取得することと、新たに発行される場合、すなわち、最初の出資者となる場合も、取得する資産は匿名組合持分であるので同じである。特定目的会社も現物不動産や不動産信託受益権を保有する匿名組合の出資持分を取得することが例外的に認められている。ただし、いわゆる対象資産変更型は除かれている
104-25-21,4,A氏、B氏及びC氏は、都心の新築マンションを三人で購入し転売利益を得る目的で民法上の任意組合を組成する合意をして、各自1億円の出資をした。A氏及びB氏は忙しいので不動産に詳しいC氏に当該マンションの業務執行を一任し、 C氏は自己の名義で不動産登記をしたうえで転売し出資の割合で収益の分配をしたが、業務執行に対する報酬を得ていない。この場合、C氏は、不特法上の不動産特定共同事業の許可を取得する必要はない。,FALSE,C 氏の行為は、不特法上の不動産特定共同事業を行うことに該当する可能性が高いので、許可を取得する必要はないというところが誤り。当該事業のひとつは、不動産特定共同事業契約を締結して当該不動産特定共同事業契約に基づき営まれる不動産取引から生ずる収益又は利益の分配を行う行為に係る事業である本問の合意は任意組合型の不特契約である（契約は書面であることは要求されていない。
104-25-22,1,金商法上のみなし有価証券である不動産信託受益権の売買を行う売主及び買主は、既発行の受益権の売買を業として行う場合、いずれも金商法上の金融商品取引業者としての登録が必要とされるようになった。ただし、当該売主及び買主が金融商品取引業者による代理又は媒介により売買を行う場合には、売主及び買主本人はそれぞれ自ら勧誘を行わない限り、金融商品取引業の登録は不要となる。,FALSE,買主が金融商品取引業者等による代理又は媒介により売買を行う場合には、買主本人は金融商品取引業の登録は不要となるという除外規定はないので、この点が誤り。既発行の信託受益権について売主自身が勧誘をすることなく、金融商品取引業者等による代理又は媒介により当該販売に係る契約を締結する場合には金融商品取引行為から除外されている信託受益権の「購入」については、何ら除外規定は用意されておらず、買主が購入する場合、第二種金融商品取引業者に購入の媒介を委託して登録を免れうるという規定はない
104-25-22,2,不特法上の特例事業者として合同会社が現物不動産を取得して賃貸運用した収益金を投資家に分配する方式では、事業参加者が取得する匿名組合契約型の不動産特定共同事業契約に基づく権利が金商法上のみなし有価証券となった。そのため、投資家勧誘を行うことができる不動産特定共同事業者は、第二種金融商品取引業の登録を有することが必要である。,TRUE,特例事業者は、不動産特定共同事業契約の締結の勧誘に係る業務を行う行為を第四号事業者に委託しなければならない不動産特定共同事業契約に基づく権利でも、特例事業者と締結する組合契約上の権利は金商法上の集団投資スキーム持分に該当する第四号事業者は金商法上の私募の取扱いをすることにもなり、第二種金融商品取引業の登録が必要となる。同じ行為を不特法の観点から見れば、第四号事業者は特例事業者による不動産特定共同事業契約の締結の代理又は媒介を行うことになるが、第四号事業を行う場合の許可申請においては、第二種金融商品取引業の登録をしていないことは許可の欠格事由となっている
104-25-22,3,上記ロの事例で投資家勧誘を行う事業者は、金商法上の適合性の原則の適用（あるいは不特法上は準用）を受けるため、投資家の知識、経験、財産の状況及び不動産特定共同事業契約を締結する目的に照らして適切な属性を持つ投資家にのみ勧誘行為を行う義務を負う。しかし、勧誘の相手方が金商法上のオプトインをする場合には、そのような義務の適用（準用）を受けない。,TRUE,事例ロにおける販売会社は、金融商品取引業者として、金商法第40 条の第 1 号で、金融商品取引行為について、顧客の知識、経験、財産の状況及び金融商品取引契約を締結する目的に照らして不適当と認められる勧誘を行って投資者の保護に欠けることとなっており、又は欠けることとなるおそれがあることにならないようにその業務を行わなければならないと規定されている。そして、不特法第 21 条の 2 において上記規定は準用されており、不動産特定共同事業契約にも適用される。
104-25-22,4,上記ロの事例で、匿名組合契約型の不動産特定共同事業契約に基づく権利の取得を電子取引業務の方法で勧誘する（具体的にはインターネット上で不特定多数の者に当該権利の取得の申込みを勧誘する）場合には、勧誘の相手方が500人以上となるので、金商法上のいわゆる公募型の募集となる。,FALSE,不特法上の特例事業の場合には組合型の不特契約上の権利も金商法上の有価証券（集団投資スキーム持分）となるが、金商法上の勧誘規制との関係では第二項有価証券について募集（公募）の取扱いとなるかが問題となる。第二項有価証券の場合には、公募の取扱いに該当するのは、匿名組合の営業者の行う「出資対象事業」として、その出資総額の 50％を超える額を有価証券に投資する事業である場合である。
104-25-23,1,STの発行体は資産として、有価証券だけではなく、現物不動産も保有することが可能となっている。,TRUE,電子記録移転権利は、金商法第2 条第2 項各号の権利で、それが電子情報処理組織を用いて移転することができる財産的価値（電子機器その他の物に電子的方法により記録されるものに限る）に表示される場合に限り認識されるものである本問は、その財産的価値をトークンと呼ぶことにするという前提での問題となっている。
104-25-23,2,投資家が対面での勧誘や説明を受けることなく、インターネットを通じて、不動産信託受益権に投資をする匿名組合出資持分を取得する場合でも、当該匿名組合出資持分はST とは限らない。,TRUE,金商法上の電子募集業務や電子募集取扱業務と ST 化は同じではない。不特法でも同様である。
104-25-23,3,金商法でみなし有価証券とされる匿名組合契約上の権利でST が発行される場合には、発行体のために募集（公募）や私募の取扱いができる事業者は、第一種金融商品取引業者である必要がある。,TRUE,電子記録移転権利は、属性は金融商品取引法第2 条第2 項第5 号のみなし有価証券であるが、開示規制上は第一項有価証券として扱われ、取扱業者は第一種金融商品取引業者となる
104-25-23,4,不特法上の対象不動産を自ら保有し不動産特定共同事業を行う許可を得ようとする者は、金商法上の第二種金融商品取引業の登録をしている場合、組合契約型の不動産特定共同事業契約上の権利をSTにして勧誘する許可を得ることができる。,TRUE,本問は不特法上の第一号事業者が自ら特定勧誘業務を行う場合の事業者としての許可の問題であり、その場合には第二種金融商品取引業の許可を有していることが方法の一つとなっている不特法上の第一号事業における組合型の不動産特定共同事業契約上の権利は原則として金商法上の有価証券ではないが、ST 化されている場合には、同権利は、金商法上の集団投資スキーム持分になり、かつ電子記録移転権利になる。その場合でも、集団投資スキームの自己私募（不特法上では第一号事業者自らが行う勧誘行為）は第二種金融商品取引業の範疇である
104-25-24,1,金商法上の第二種金融商品取引業の登録をして不動産信託受益権を第三者から取得し自ら販売を継続している宅地建物取引業者（以下、 「宅建業者」という。）が、不動産信託受益権を投資経験のない個人に販売する際には、宅建業法、金商法、金融サービスの提供及び利用環境の整備等に関する法律（以下、 「金融サービス提供法」という。）、及び消費者契約法の条文に適合した方法で販売する必要がある。,TRUE,宅建業者が金融商品取引業者である場合で不動産信託受益権の売主になる場合には宅建業法上の説明義務があるさらに、金商法も適用があるし、金融サービス提供法の適用もある事業者と個人（投資経験がないということは個人事業者とは言えない） 間の受益権売買契約は消費者契約に該当するので、消費者契約法の適用もある消費者契約法は積極的な（能動的な）説明義務を課すものではないが、同法上の重要事項について事実と異なる勧誘をしないように注意する必要がある。業性については、既に業者である以上、それを否定することはできない。
104-25-24,2,上記イの事例で、不動産信託受益権の販売時に、販売担当者が不動産投資経験のない個人に対して、対象不動産は将来確実に値上がりすると断定的に説明し、それを当該個人が信じて売買契約を締結した場合、その買主個人は売買契約を消費者契約法に基づき取り消すことができる。また、販売担当者が会社から言われたとおりに説明し、断定的な説明をしたことについて故意又は過失がなかったとしても、販売会社は不法行為責任を負うことがある。,TRUE,消費者契約法上、将来におけるその価額などの変動が不確実な事項につき断定的判断の提供をすることにより、消費者が断定的判断の内容が確実であると誤認しそれによって消費者契約を締結すると、消費者は当該契約を取り消すことができる民法上の詐欺や錯誤の条文に基づき取り消すことも考えられるが、消費者契約法の場合は断定的判断の適用があったことと、それが確実であると誤認し消費者契約を締結したということを証明すれば良いので、取り消しやすい。
104-25-24,3,上記イの事例で、当該宅建業者がその受益権を特別目的会社として設立された合同会社に販売する際には、当該合同会社は金商法上のいわゆるオプトインをすることができる。合同会社がオプトインをした場合、当該宅建業者は、宅建業法、金商法及び金融サービス提供法上の説明義務がなくなる。,TRUE,宅建業者が金融商品取引業者である場合で法人を買主とした不動産信託受益権売買の売主になる場合には宅建業法、金商法、そして金融サービス提供法の説明義務があるが、それぞれ、適用除外規定があり、宅建業法についてはオプトインした投資家には、金商法も契約締結前、締結時の書面交付義務の適用がなくなり、金融サービス提供法の重要事項の説明義務がなくなるなお、特別目的会社である合同会社だからオプトインできないということはない。
104-25-24,4,不動産信託受益権を直接保有する合同会社からの委託を受けて、匿名組合契約上の営業者となる合同会社に出資することを勧誘する場合、販売会社（金商法上適法な金融商品取引業者としての登録をしているとする）は勧誘の相手方が資本金1億円の上場会社であるときは、当該勧誘の相手方に金商法上のいわゆるオプトアウト（特定投資家から一般投資家になること）ができる旨の告知をする必要はない。,FALSE,金商法上のオプトアウト告知の対象となる特定投資家には、104/上テキスト第8 章 12.2 で記載された上場会社が入る この種の特定投資家には、金融商品取引業者は、金融商品取引契約締結前にオプトアウト告知をしなければならない
104-25-25,1,(1)特定資産として不動産を保有する登録投資法人から資産の運用に係る業務の委託を受ける者、(2)特定目的会社から特定資産である不動産の管理及び処分に係る業務の委託を受ける者、(3)不特法上の特例事業者から不動産特定共同事業契約に基づき営まれる不動産取引に係る業務の委託を受ける者、これらはそれぞれ、金商法上の金融商品取引業の登録及び宅建業法上の宅建業の免許を保有している必要がある。,FALSE,登録投資法人から資産の運用業務を受託する場合には、金商法上の資産運用業として投資運用業の登録が必要となる。
104-25-25,2,上記イの事例で(1)主として不動産に投資をする登録投資法人、(2) 特定資産として不動産を保有する特定目的会社及び(3)不特法上の特例事業者は、宅建業法上はみなし宅建業者となる。,FALSE,特定目的会社がみなし宅建業者となるという点が誤り。特定目的会社は宅建業法が非適用である認可宅地建物取引業者である資産運用会社がその資産の運用を行う登録投資法人は、一定の規定を除き（適用除外規定）、国土交通大臣の免許を受けた宅地建物取引業者とみなして宅建業法の適用を受ける不特法上の特例事業者も、一定の除外規定を除き、 「国土交通大臣の免許を受けた宅地建物取引業者とみなしてこの法律の規定を適用する」とされた
104-25-25,3,旅館業を遂行するために匿名組合出資を受けて旅館施設（不動産）を取得し、旅館業からの事業収益を金銭で分配するためだけに設立された合同会社が匿名組合出資を法人に勧誘する場合（合同会社自らが勧誘を行う）には、不特法の適用はないが、金商法と金融サービス提供法が適用される。,TRUE,不動産取引からの事業収益の分配がなく旅館業に限定している場合には不特法の適用はないしかし、不特法上の第一号事業の場合であれば金商法が適用されない（匿名組合契約上の権利が集団投資スキーム持分から除外されているため。）が、逆に本問のような場合には除外規定がなく、匿名組合への出資は金商法上のみなし有価証券の発行において営業者が自ら投資家勧誘をすること（私募）になるため金商法の適用があり、金融サービス提供法上の金融商品の販売となり同法の適用もある
